type,source,english,chinese,comment
葛拉斯诺晶体,攻撃力強化,,攻击力强化,
葛拉斯诺晶体,攻撃力かなり強化,,攻击力大幅强化,
葛拉斯诺晶体,攻撃力すごい強化,,攻击力惊人强化,
葛拉斯诺晶体,攻撃力∞強化,,攻击力∞强化,
葛拉斯诺晶体,防御力やや強化,,防御力稍稍强化,
葛拉斯诺晶体,防御力強化,,防御力强化,
葛拉斯诺晶体,防御力かなり強化,,防御力大幅强化,
葛拉斯诺晶体,防御力すごい強化,,防御力惊人强化,
葛拉斯诺晶体,防御力∞強化,,防御力∞强化,
葛拉斯诺晶体,素早さやや強化,,敏捷稍稍强化,
葛拉斯诺晶体,素早さ強化,,敏捷强化,
葛拉斯诺晶体,素早さかなり強化,,敏捷大幅强化,
葛拉斯诺晶体,素早さすごい強化,,敏捷惊人强化,
葛拉斯诺晶体,素早さ∞強化,,敏捷∞强化,
葛拉斯诺晶体,青魔法負荷減少,,蓝魔法负荷减少,
葛拉斯诺晶体,青魔法負荷軽減,,蓝魔法负荷减轻,
葛拉斯诺晶体,青魔法負荷緩和,,蓝魔法负荷缓和,
葛拉斯诺晶体,青魔法負荷大幅減,,蓝魔法负荷大减,
葛拉斯诺晶体,コスモサファイア,,精神蓝宝石,
葛拉斯诺晶体,炎を我慢する,,忍耐火炎,
葛拉斯诺晶体,炎に強くなる,,强同火炎,
葛拉斯诺晶体,炎を克服する,,克服火炎,
葛拉斯诺晶体,氷を我慢する,,忍耐寒冰,
葛拉斯诺晶体,氷に強くなる,,强同寒冰,
葛拉斯诺晶体,氷を克服する,,克服寒冰,
葛拉斯诺晶体,雷を我慢する,,忍耐怒雷,
葛拉斯诺晶体,雷に強くなる,,强同怒雷,
葛拉斯诺晶体,雷を克服する,,克服怒雷,
葛拉斯诺晶体,風を我慢する,,忍耐疾风,
葛拉斯诺晶体,風に強くなる,,强同疾风,
葛拉斯诺晶体,風を克服する,,克服疾风,
葛拉斯诺晶体,全耐性アップ,,全抗性提升,
葛拉斯诺晶体,全耐性大アップ,,全抗性大提升,
葛拉斯诺晶体,フルレジスト,,完全抗性,
葛拉斯诺晶体,アップグレイド,,使升级,
葛拉斯诺晶体,ハイグレイド,,使高级,
葛拉斯诺晶体,ウバーグレイド,,使超级,
葛拉斯诺晶体,マスターグレイド,,使大师级,
葛拉斯诺晶体,スペシャルグレイド,,使传说级,
葛拉斯诺晶体,ダメージアップ,,提升伤害,
葛拉斯诺晶体,フィジカルガード,,物理防御,
葛拉斯诺晶体,マジカルガード,,魔法防御,
葛拉斯诺晶体,クイックムーブ,,轻捷移动,
葛拉斯诺晶体,ファストムーブ,,快速移动,
葛拉斯诺晶体,ラピッドムーブ,,急速移动,
葛拉斯诺晶体,ヘイスト,,加速,
葛拉斯诺晶体,暴走する力,,暴走之力,
葛拉斯诺晶体,禁断の力,,禁断之力,
葛拉斯诺晶体,忌まわしい力,,不祥之力,
葛拉斯诺晶体,破壊神の力,,破坏神之力,
葛拉斯诺晶体,癒しの石ころ,,治愈之石,
葛拉斯诺晶体,キュアアンバー,,治愈之琥珀,
葛拉斯诺晶体,ヒーリングジェイド,,治疗之琼玉,
葛拉斯诺晶体,リジェネクリスタル,,再生之水晶,
葛拉斯诺晶体,リヴァイヴコア,,复苏之核,
葛拉斯诺晶体,どくウェポン,,淬毒武器,
葛拉斯诺晶体,どくどくウェポン,,毒毒武器,
葛拉斯诺晶体,ねむウェポン,,催眠武器,
葛拉斯诺晶体,ねむねむウェポン,,眠眠武器,
葛拉斯诺晶体,びりウェポン,,麻痹武器,
葛拉斯诺晶体,びりびりウェポン,,麻麻武器,
葛拉斯诺晶体,呪ウェポン,,诅咒武器,
葛拉斯诺晶体,呪呪ウェポン,,诅诅武器,
葛拉斯诺晶体,くらウェポン,,眩目武器,
葛拉斯诺晶体,くらくらウェポン,,眩眩武器,
葛拉斯诺晶体,共鳴発生デバイス,,共鸣发生器,
葛拉斯诺晶体,共鳴大発生デバイス,,共鸣大发生器,
葛拉斯诺晶体,レゾナント１００,,共鸣100,
葛拉斯诺晶体,ダブルアタック,,双重攻击,
葛拉斯诺晶体,トリプルアタック,,三重攻击,
葛拉斯诺晶体,クアドアタック,,四重攻击,
葛拉斯诺晶体,乱れ撃ち,,乱击,
葛拉斯诺晶体,炎でちょい追撃,,炎似有追击,
葛拉斯诺晶体,炎でやや追撃,,炎稍作追击,
葛拉斯诺晶体,炎でほぼ追撃,,炎努力追击,
葛拉斯诺晶体,炎でデラ追撃,,炎全力追击,
葛拉斯诺晶体,燃える一撃,,燃烧一击,
葛拉斯诺晶体,氷でちょい追撃,,冰似有追击,
葛拉斯诺晶体,氷でやや追撃,,冰稍作追击,
葛拉斯诺晶体,氷でほぼ追撃,,冰努力追击,
葛拉斯诺晶体,氷でデラ追撃,,冰全力追击,
葛拉斯诺晶体,凍気の刃,,冻气之刃,
葛拉斯诺晶体,雷でちょい追撃,,雷似有追击,
葛拉斯诺晶体,雷でやや追撃,,雷稍作追击,
葛拉斯诺晶体,雷でほぼ追撃,,雷努力追击,
葛拉斯诺晶体,雷でデラ追撃,,雷全力追击,
葛拉斯诺晶体,雷刃雷華,,电刃雷华,
葛拉斯诺晶体,風でちょい追撃,,风似有追击,
葛拉斯诺晶体,風でやや追撃,,风稍作追击,
葛拉斯诺晶体,風でほぼ追撃,,风努力追击,
葛拉斯诺晶体,風でデラ追撃,,风全力追击,
葛拉斯诺晶体,カマイタチ,,镰鼬风刃,
葛拉斯诺晶体,ちょっとＨＰアップ,,稍稍增加ＨＰ,
葛拉斯诺晶体,まあまあＨＰアップ,,增加一些ＨＰ,
葛拉斯诺晶体,なかなかＨＰアップ,,增加许多ＨＰ,
葛拉斯诺晶体,かなりＨＰアップ,,增加超多ＨＰ,
葛拉斯诺晶体,体力増強チップ,,体力增强芯片,
葛拉斯诺晶体,スタミナプラス,,耐力＋,
葛拉斯诺晶体,ライフブースター,,生命增幅器,
葛拉斯诺晶体,ちょっとＭＰアップ,,稍稍增加ＭＰ,
葛拉斯诺晶体,まあまあＭＰアップ,,增加一些ＭＰ,
葛拉斯诺晶体,なかなかＭＰアップ,,增加许多ＭＰ,
葛拉斯诺晶体,かなりＭＰアップ,,增加超多ＭＰ,
葛拉斯诺晶体,メガメモリー,,兆存储器,
葛拉斯诺晶体,ギガメモリー,,吉存储器,
葛拉斯诺晶体,テラメモリー,,太存储器,
葛拉斯诺晶体,ちょい攻撃力アップ,,稍稍提升攻击力,
葛拉斯诺晶体,やや攻撃力アップ,,增加一些攻击力,
葛拉斯诺晶体,結構攻撃力アップ,,提升充足攻击力,
葛拉斯诺晶体,かなり攻撃力アップ,,大幅提升攻击力,
葛拉斯诺晶体,達人テクニック,,高手的技艺,
葛拉斯诺晶体,ちょいクリティカル,,稍稍提升暴击率,
葛拉斯诺晶体,ややクリティカル,,增加一些暴击率,
葛拉斯诺晶体,結構クリティカル,,提升充足暴击率,
葛拉斯诺晶体,かなりクリティカル,,大幅提升暴击率,
葛拉斯诺晶体,絶対クリティカル,,绝对暴击,
葛拉斯诺晶体,ちょい防御力アップ,,稍稍提升防御力,
葛拉斯诺晶体,やや防御力アップ,,增加一些防御力,
葛拉斯诺晶体,結構防御力アップ,,提升充足防御力,
葛拉斯诺晶体,かなり防御力アップ,,大幅提升防御力,
葛拉斯诺晶体,金剛プロテクション,,金刚保护,
葛拉斯诺晶体,ちょい素早さアップ,,稍稍提升敏捷,
葛拉斯诺晶体,やや素早さアップ,,增加一些敏捷,
葛拉斯诺晶体,結構素早さアップ,,提升充足敏捷,
葛拉斯诺晶体,かなり素早さアップ,,大幅提升敏捷,
葛拉斯诺晶体,マッハな速さ,,音速,
葛拉斯诺晶体,ちょいダメージ＋,,微弱伤害＋,
葛拉斯诺晶体,ややダメージ＋,,小小伤害＋,
葛拉斯诺晶体,結構ダメージ＋,,可观伤害＋,
葛拉斯诺晶体,かなりダメージ＋,,超级伤害＋,
葛拉斯诺晶体,グレイトアタッカー,,大毁灭者,
葛拉斯诺晶体,オーバークロック,,超频,
葛拉斯诺晶体,強いココロ,,强大之心,
葛拉斯诺晶体,リラクゼーション,,放松,
葛拉斯诺晶体,ブレイブノート,,勇敢音符,
葛拉斯诺晶体,ガラスのハート,,玻璃心,
葛拉斯诺晶体,エモーション０,,情感0,
葛拉斯诺晶体,火竜印シール,,火龙印纹,
葛拉斯诺晶体,水竜印シール,,水龙印纹,
葛拉斯诺晶体,雷竜印シール,,雷龙印纹,
葛拉斯诺晶体,風竜印シール,,风龙印纹,
葛拉斯诺晶体,ポテンシャルアップ,,提升潜力,
葛拉斯诺晶体,戦士のコンジョー,,战士的天性,
葛拉斯诺晶体,騎士のコンンジョー,,骑士的天性,
葛拉斯诺晶体,ブシドーコンジョー,,武士道的天性,
葛拉斯诺晶体,勇者のコンジョー,,勇者的天性,
葛拉斯诺晶体,王者のコンジョー,,王者的天性,
葛拉斯诺晶体,覇王のコンジョー,,霸王的天性,
葛拉斯诺晶体,ＭＰコンバート,,ＭＰ转化,
葛拉斯诺晶体,ＭＰコンバータ,,ＭＰ特转化,
葛拉斯诺晶体,ＭＰコンバーター,,ＭＰ超转化,
葛拉斯诺晶体,ＭＰコンバーテスト,,ＭＰ极转化,
葛拉斯诺晶体,汚れた力,,污秽之力,
葛拉斯诺晶体,神速の極み,,神速之极,
葛拉斯诺晶体,バトルオーラ,,战斗灵气,
葛拉斯诺晶体,ブレイブオーラ,,勇敢灵气,
葛拉斯诺晶体,マスターオーラ,,主宰灵气,
葛拉斯诺晶体,怒りMAXモード,,怒气ＭＡＸ模式,
葛拉斯诺晶体,ゴイス防壁,,酷毙了的护罩,
葛拉斯诺晶体,ゴイス結界,,酷毙了的结界,
葛拉斯诺晶体,狂エル戦士ノ魂,,狂战士之魂,
葛拉斯诺晶体,オリジン：α,,原初：α,
葛拉斯诺晶体,オリジン：β,,原初：β,
葛拉斯诺晶体,オリジン：γ,,原初：γ,
葛拉斯诺晶体,オリジン：Ω,,原初：Ω,
葛拉斯诺晶体,ユーテリアウェポン,,尤特利亚武器,
葛拉斯诺晶体,ユーテリアガード,,尤特利亚防御,
葛拉斯诺晶体,強化の力,,强化之力,
葛拉斯诺晶体,加護の力,,加护之力,
葛拉斯诺晶体,祝福の力,,祝福之力,
葛拉斯诺晶体,全能の力,,全能之力,
葛拉斯诺晶体,どんすけのちから,,昙助之力,
葛拉斯诺晶体,純正壱丸丸,,纯正幺洞洞,
葛拉斯诺晶体,シャドウステイル,,影之梯,
葛拉斯诺晶体,ギャラクシーフレア,,银河之焰,
葛拉斯诺晶体,コスモダイヤ,,精神钻石,
葛拉斯诺晶体,エイジスプロテクタ,,庇护神盾,
葛拉斯诺晶体,リカバリーチップ,,恢复芯片,
葛拉斯诺晶体,リフレクトシェル,,反射壁,
葛拉斯诺晶体,シャインブラスター,,闪光喷射器,
葛拉斯诺晶体,プラズマソウル,,等离子之魂,
葛拉斯诺晶体,エレミアの護り,,埃雷米亚护身符,
葛拉斯诺晶体,魔竜印シール,,魔龙印纹,
葛拉斯诺晶体,煌命紋,,煌命纹,
葛拉斯诺晶体,ウイルスコード,,病毒代码,
葛拉斯诺晶体,ミュールの欠片,,缪尔的碎片,
葛拉斯诺晶体,東方の風,,东方之风,
葛拉斯诺晶体,精霊結晶,,精灵结晶,
葛拉斯诺晶体,ディスペルフィルド,,驱散领域,
葛拉斯诺晶体,ロケットブースト,,火箭加速,
葛拉斯诺晶体,エナジードレイン,,能量汲取,
葛拉斯诺晶体,戦神の極意,,战神的极意,
葛拉斯诺晶体,ミスティスの泪,,弥斯提斯之泪,
葛拉斯诺晶体,匠の業,,匠之作,
葛拉斯诺晶体,アンシーンハンド,,无形之手,
葛拉斯诺晶体,セラフィムスフィア,,炽天使领域,
自我领域章节名（欧莉卡）,いばらの姫,,荆棘公主,
自我领域章节名（欧莉卡）,竜の持つ傷,,龙之伤,
自我领域章节名（欧莉卡）,癒される手,,治愈之手,
自我领域章节名（欧莉卡）,力を失う力,,失力之力,
自我领域章节名（欧莉卡）,歪守護者,,扭曲的守护者,
自我领域章节名（欧莉卡）,艶やかな心,,妖艳的心,
自我领域章节名（欧莉卡）,聖戦,,圣战,
自我领域章节名（欧莉卡）,本音の慟哭,,本音的恸哭,
自我领域章节名（欧莉卡）,契り,,婚约,
自我领域章节名（欧莉卡）,シグザール,,西克萨尔,
自我领域地名（欧莉卡）,アカデミー,,学院,
自我领域地名（欧莉卡）,いのちの塔,,生命之塔,
自我领域地名（欧莉卡）,オリカの村,,欧莉卡的村子,
自我领域地名（欧莉卡）,オリカの家,,欧莉卡家,
自我领域地名（欧莉卡）,ストーンヘンジ,Stonehenge,巨石阵,
自我领域地名（欧莉卡）,ベルゼンブルグ城,,贝鲁曾布鲁克城,
自我领域地名（欧莉卡）,マリーの工房,,玛莉的工房,
自我领域地名（欧莉卡）,古びた洋館,,陈旧的洋房,
自我领域地名（欧莉卡）,黄昏の街,,黄昏之镇,
自我领域地名（欧莉卡）,火吹山,,喷火山,
自我领域地名（欧莉卡）,教会,,教堂,
自我领域地名（欧莉卡）,魔王城,,魔王城,
自我领域地名（欧莉卡）,失意の山,,失望之山,
自我领域地名（欧莉卡）,武器屋,,武器店,
自我领域地名（欧莉卡）,希望の山,,希望之山,
自我领域地名（欧莉卡）,学舎,,校舍,
自我领域地名（欧莉卡）,学園,,学校,
自我领域地名（欧莉卡）,学園寮,,宿舍,
自我领域地名（欧莉卡）,岩戸の宿屋,,岩户寓所,
自我领域地名（欧莉卡）,正教会,,正教堂,
自我领域章节名（弥纱）,塗り絵の心,,涂鸦而成的心,
自我领域章节名（弥纱）,闇世界,,暗世界,
自我领域章节名（弥纱）,使命,,使命,
自我领域章节名（弥纱）,ＰＰ症候群,,PP综合征,
自我领域章节名（弥纱）,幼き賢者,,年幼贤者,
自我领域章节名（弥纱）,朱の女王,,朱红女王,
自我领域章节名（弥纱）,籠の中の虎,,笼中虎,
自我领域章节名（弥纱）,二律背反,,二律背反,
自我领域章节名（弥纱）,契り,,婚约,
自我领域章节名（弥纱）,ケントニス,,肯多尼斯,
自我领域地名（弥纱）,アカデミー,,学院,
自我领域地名（弥纱）,いのちの塔,,生命之塔,
自我领域地名（弥纱）,エリーの工房,,艾莉的工房,
自我领域地名（弥纱）,カスターニェ,,卡斯塔尼耶,
自我领域地名（弥纱）,しがらみ亭,,栅栏亭,
自我领域地名（弥纱）,シグザール城,,西克萨尔城,
自我领域地名（弥纱）,ストーンヘンジ,,巨石阵,
自我领域地名（弥纱）,ミシャの家,,弥纱家,
自我领域地名（弥纱）,常凪の波止場,,宁静的避风港,
自我领域地名（弥纱）,東の台地,,东方台地,
自我领域地名（弥纱）,酒場「飛翔亭」,,酒馆“飞翔亭”,
自我领域地名（弥纱）,眠りの森,,沉眠之森,
自我领域地名（弥纱）,樹氷山,,树冰山,
自我领域地名（弥纱）,寺院,,寺院,
自我领域地名（弥纱）,悠久の街,,悠久之镇,
自我领域地名（弥纱）,月ノ館,,月之馆,
自我领域章节名（修蕾莉亚）,愛の使い手,,爱的使用者,
自我领域章节名（修蕾莉亚）,はち合わせ,,不期而遇,
自我领域章节名（修蕾莉亚）,固い約束,,坚固之约,
自我领域章节名（修蕾莉亚）,二人の想い,,两人的愿望,
自我领域章节名（修蕾莉亚）,世界の勇者,,世界的勇者,
自我领域地名（修蕾莉亚）,チャペル,,礼拜堂,
自我领域地名（修蕾莉亚）,海の見える公園,,观海公园,
自我领域地名（修蕾莉亚）,頼奈の家,,赖奈家,
自我领域地名（修蕾莉亚）,商店街,,商业街,
自我领域地名（修蕾莉亚）,市民プール,,市民泳池,
自我领域地名（修蕾莉亚）,塔の下学園,,塔之下学园,
诗魔法（欧莉卡：红）,ポン,Boom,砰,
诗魔法（欧莉卡：红）,フレイメア,Flamia,焰魇,
诗魔法（欧莉卡：红）,ドラゴンフェルノ,Dragonferno,龙炎,
诗魔法（欧莉卡：红）,マイヒーロー,My Hero,我的英雄,
诗魔法（欧莉卡：红）,ウンディーネ,Undine,温蒂妮,
诗魔法（欧莉卡：红）,スラッシュソード,Sword Slash,剑斩,
诗魔法（欧莉卡：红）,セラフィフライア,Seraphiflyer,炽天使之翼,
诗魔法（欧莉卡：红）,シルフのダンス,Sylphan Dance,希尔芙之舞,
诗魔法（欧莉卡：红）,アルトネリコ,Ar tonelico,阿尔托涅利科,
诗魔法（欧莉卡：红）,ボエ,Boe,呕哑,
诗魔法（欧莉卡：红）,オリカ一号,Aurica MK I,欧莉卡一号,
诗魔法（欧莉卡：蓝）,ライフウォーム,Life Warmth,生命之温暖,
诗魔法（欧莉卡：蓝）,ファイアーガード,Fire Guard,火焰守卫,
诗魔法（欧莉卡：蓝）,ウインドガード,Wind Guard,疾风守卫,
诗魔法（欧莉卡：蓝）,ライフリフレッシュ,Life Refresh,生命之恢复,
诗魔法（欧莉卡：蓝）,ブースター,Booster,增幅器,
诗魔法（欧莉卡：蓝）,マジＱ,Magi Q,玛姬Q,
诗魔法（欧莉卡：蓝）,ディフェンサー,Defender,防御者,
诗魔法（欧莉卡：蓝）,ライフシャワー,Life Shower,生命之淋浴,
诗魔法（欧莉卡：蓝）,スラッシャー,Slasher,粉碎机,
诗魔法（欧莉卡：蓝）,クリニクル,Chronicle,编年使,
诗魔法（欧莉卡：蓝）,？？？,???,???,
诗魔法（欧莉卡：蓝）,サンダーガード,Thunder Guard,雷电守卫,
诗魔法（弥纱：红）,気の玉,,气之珠,
诗魔法（弥纱：红）,樹氷玉,,树冰珠,
诗魔法（弥纱：红）,華,Flower,花,
诗魔法（弥纱：红）,凱亜爆砕,Gaia Bombard,盖亚爆裂,
诗魔法（弥纱：红）,頑固親父,,顽固老爸,
诗魔法（弥纱：红）,雫神,Water god,雫神,
诗魔法（弥纱：红）,虚空破斬,,虚空破斩,
诗魔法（弥纱：红）,疾風迅雷,,疾风迅雷,
诗魔法（弥纱：红）,我愛弥,Wo Ai Ni,我爱你,
诗魔法（弥纱：红）,塔結線,,塔连线,
诗魔法（弥纱：红）,金属爆撃,,金属暴击,
诗魔法（弥纱：蓝）,金丹,,金丹,
诗魔法（弥纱：蓝）,雷護,,雷护,
诗魔法（弥纱：蓝）,氷護,,冰护,
诗魔法（弥纱：蓝）,薬庵,,药庐,
诗魔法（弥纱：蓝）,吸収風船,,吸收气球,
诗魔法（弥纱：蓝）,桃源金丹,,桃源金丹,
诗魔法（弥纱：蓝）,風護,,风护,
诗魔法（弥纱：蓝）,韋駄天,,韦驮天,
诗魔法（弥纱：蓝）,修羅天,,修罗天,
诗魔法（弥纱：蓝）,利支天,,利支天,
诗魔法（弥纱：蓝）,極楽金丹,,极乐金丹,
诗魔法（弥纱：蓝）,不可思議,,不可思议,
诗魔法（修蕾莉亚：红）,プライマル・ワード,Primal Word,起始之语,
诗魔法（修蕾莉亚：红）,アルトネリコ,Ar tonelico,阿尔托涅利科,
诗魔法（修蕾莉亚：红）,Ａ．Ｂ．Ｒ．,A.B.R.,A.B.R.,
诗魔法（修蕾莉亚：红）,ミュールの使徒,Apostle of Mir,缪尔使徒,
诗魔法（修蕾莉亚：红）,ＥＬＭＡ－ＤＳ,ELMA-DS,ELMA-DS,
诗魔法（修蕾莉亚：红）,シャドウ,Shadow,影,
诗魔法（修蕾莉亚：红）,シルヴァホルン,Silver Horn,希尔瓦号角,
诗魔法（修蕾莉亚：红）,光の御子,Child of Light,光之巫女,
诗魔法（修蕾莉亚：蓝）,ライフフィル,Life Fill,生命填充,
诗魔法（修蕾莉亚：蓝）,メディフィル,Medi Fill,医疗填充,
诗魔法（修蕾莉亚：蓝）,エナジーフィル,Energy Fill,能量填充,
诗魔法（修蕾莉亚：蓝）,ブラストフィル,Blast Fill,暴风填充,
诗魔法（修蕾莉亚：蓝）,フルクッション,Full Cushion,完全缓冲,
诗魔法（修蕾莉亚：蓝）,ハッケ,Prophecy,八卦,
诗魔法（绿）,ソニック弾,Sonic Shot,声波弹,
诗魔法（绿）,火炎弾,Fire Shot,火焰弹,
诗魔法（绿）,樹氷弾,Ice Shot,树冰弹,
诗魔法（绿）,雷弾,Thunder Shot,雷弹,
诗魔法（绿）,爆風弾,Gale Shot,暴风弹,
诗魔法（绿）,アナライザ,Analyzer,分析术,
地名,カルル村,Karulu Village,卡露露村,
地名,チェロ森,,大提琴森,
地名,ヴィオラの森,,中提琴之森,
地名,六角板,,六角板,
地名,謳う丘,,歌颂之丘,
地名,空港都市ネモ,,空港都市尼莫,
地名,ネモ,Nemo,尼莫,
地名,追憶の尾翼,,追忆的尾翼,
地名,スクワート廃墟,,斯库瓦特废墟,
地名,プラズマべル,,等离子钟,
地名,たかのつめあと,,鹰之爪痕,
地名,"滞空岸壁
",,滞空岸壁,
地名,ほたる横丁,,萤火虫巷,
地名,段々畑,,梯田,
地名,シルヴァプレート,,希尔瓦平台,
地名,イム・フェーナ,,茵姆·菲娜,
地名,フェーナ門,,菲娜门,
地名,シルヴァホルン,,希尔瓦号角,
地名,クレセントクロニクル,,新月编年史,
地名,イオンプレート,,彩音平台,
地名,彩音回廊,,彩音回廊,
地名,インフェリア,,焰烬,
地名,氷の瞳,,冰之瞳,
地名,導力プラグ,,导力火花塞,
地名,竜の巣,,龙巢,
地名,ブラストプレート,,布拉斯特平台,
地名,天文台,,天文台,
地名,プリズムガーデン,Prism Garden,棱镜花园,
地名,リンカーネイション,Rinkernator,转生地,
地名,アルトネリコ,Ar Tonelico,阿尔托涅利科,
地名,タワーガーディアン,Tower Guardian,塔之守护者,
地名,上の世界,Upper World,上层世界,
地名,下の世界,Lower World,下层世界,
地名,天空都市プラティナ,floating city Platina,天空都市普拉提纳,
地名,プラティナ,Platina,普拉提纳,
地名,使徒の祭壇,Altar of Apostles,使徒祭坛,
地名,ホルスの翼,Wing of Horus,荷鲁斯之翼,
地名,プラティナの町,Platina city,普拉提纳城,
地名,ソル・シェール,Sol Ciel,索尔·谢尔,
地名,Ｓ．Ｐ．Ｕ．,S.P.U.,S.P.U.,
地名,天覇機密試験棟,Tenba Tower,天霸机密试验楼,
地名,天覇研究所,Tenba Labs,天霸研究所,
地名,イム・フェーナ寺院,Pheyna Temple,茵姆·菲娜寺院,
地名,スクワート村,Skuwat Village,斯库瓦特村,
地名,ブラストライン,Blast Line,暴风线,
地名,エオリアの塔,Tower of Eolia,爱欧莉亚之塔,
地名,ギャザー,Gather,聚合,
地名,ほしのせ通り,Hoshinose Street,星乃濑大道,
地名,ほしのせ通り,Hoshinose Ave,星乃濑大道,
地名,かもめみなと,Seagull Port,海鸥港,
地名（自我领域对话）,ザールブルグ,,萨尔布鲁克,
店铺名？,ファンシーショップ,,梦幻店,
系统术语,战斗不能,fall,无法战斗,
系统术语,状态异常,abnormal status,异常状态,
系统术语,アルトレカ,Artonelicard,阿尔托涅利卡,
系统术语,ワールド（マップ）,World (Map),世界（地图）,
系统术语,フィールド（マップ）,Field (Map),区域（地图）,
系统术语,タウンマップ,Town Map,城镇地图,
系统术语,杂货屋,,杂货店,
系统术语,宿屋,,旅店,
系统术语,武器屋,Weapon Shop,武器店,
系统术语,ダイブ屋,Dive Shop,潜入店,
系统术语,キャンプ,Camp,营地,
系统术语,エンカウントゲージ,Encounter Gauge,遇敌量表,
系统术语,メインメニュー,,主菜单,
系统术语,アイテム,,物品,
系统术语,詩魔法,,诗魔法,
系统术语,ステータス,,状态,
系统术语,カード,,卡片,
系统术语,装備,,装备,
系统术语,隊列,,队伍,
系统术语,ヘルプ,,帮助,
系统术语,システム,,系统,
系统术语,材料,,材料,
系统术语,使用,,使用,
系统术语,装備,,装备,
系统术语,イベント,,事件,
系统术语,グラスノ,,葛拉斯诺,
系统术语,メモ,,笔记,
系统术语,レシピ,,配方,
系统术语,グラスノ再結晶化,,葛拉斯诺重结晶,
系统术语,装備可能キャラ,,可装备角色,
系统术语,バースト傾向,,爆发倾向,
系统术语,魔法ダメージ,,魔法伤害,
系统术语,攻击力,,攻击力,
系统术语,防御力,,防御力,
系统术语,炎打击,,炎攻击,
系统术语,冰打击,,冰攻击,
系统术语,雷打击,,雷攻击,
系统术语,风打击,,风攻击,
系统术语,炎耐性,,炎抗性,
系统术语,冰耐性,,冰抗性,
系统术语,雷耐性,,雷抗性,
系统术语,风耐性,,风抗性,
系统术语,素早さ,,敏捷,
系统术语,クリティカル,,暴击（率）,
系统术语,パラメーター,,能力值,
系统术语,コスチューム,,服装,
系统术语,アクセサリ,,饰品,
系统术语,防具,,防具,
系统术语,武器,,武器,
系统术语,ハーモニクス,Harmonics,谐调（率）,
系统术语,インフルエンス,（原文遗留术语错误）,谐调（率）,
系统术语,コスモスフィア踏破率,,自我领域探索度,
系统术语,トークマター,Talk Topic,对话话题,
系统术语,カードコレクション,,集卡册,
系统术语,パワード,Enhance,强化,
系统术语,レーヴァテイル指令,Reyvateil Command,蕾瓦蒂尔指令,
系统术语,ハーモニクスゲージ,Harmonics Guage,谐调量表,
系统术语,リミットゲージ,Limit Guage,极限量表,
系统术语,バーストゲージ,Burst Guage,爆发量表,
系统术语,アンビエンスフィールド,Ambience Field,氛围场,
系统术语,攻击,Attack,攻击,
系统术语,スキル,Skill,技能,
系统术语,護る,Protect,保护,
系统术语,待機,Wait,待机,
系统术语,詩を謳う,Sing a Song,咏唱诗歌,
系统术语,詩の発動,Activate Song,发动诗歌,
系统术语,撤退,Escape,撤退,
系统术语,詩の変更,Change Song,改换诗歌,
系统术语,キャンセル,Cancel,取消,
系统术语,ため攻擊,,蓄力攻击,
系统术语,眠る,,睡眠、催眠,
系统术语,毒,,中毒、下毒,
系统术语,麻痺,,麻痹、麻痹,
系统术语,呪い,,诅咒、诅咒,
系统术语,暗闇,,失明、致盲,
系统术语,カウンター,Counter,反制,
系统术语,リーフ,,利夫,
系统术语,ステータス,,状态,
系统术语,通常攻撃,,普通攻击,
系统术语,与ダメ,,造成伤害,
系统术语,被ダメ,,承受伤害,
系统术语,ヒロイン,,女主角,
系统术语,ハーモクリスタル,,谐调水晶,
系统术语,ハーモニクスＬＶ,,谐调等级（LV）,
系统术语,ＧＤ,（Grathnode Damage）,GD,
系统术语,ＧＤレジスト,,GD抗性,
系统术语,バーストスピード,,爆发速率,
系统术语,インストール,,安装,
